"Date","Open","High","Low","Close","Volume","ticker","name"
"1977-01-03 00:00:00-05:00","6.644613822115104","6.687344551086426","6.644613822115104","6.687344551086426","47952","C","Citigroup Inc. (C) Historical Data"
"1977-01-04 00:00:00-05:00","6.687342843200768","6.708707809448242","6.6659770913899505","6.708707809448242","34217","C","Citigroup Inc. (C) Historical Data"
"1977-01-05 00:00:00-05:00","6.708704359413578","6.708704359413578","6.644608708069798","6.665973663330078","15422","C","Citigroup Inc. (C) Historical Data"
"1977-01-06 00:00:00-05:00","6.6446109874102515","6.6446109874102515","6.559149565926912","6.6232452392578125","39036","C","Citigroup Inc. (C) Historical Data"
"1977-01-07 00:00:00-05:00","6.623245133992553","6.64461088180542","6.559149461680345","6.64461088180542","20482","C","Citigroup Inc. (C) Historical Data"
"1977-01-10 00:00:00-05:00","6.644612125142477","6.73007356125906","6.644612125142477","6.708707809448242","42892","C","Citigroup Inc. (C) Historical Data"
"1977-01-11 00:00:00-05:00","6.708705799238474","6.751436504492853","6.708705799238474","6.730071544647217","22169","C","Citigroup Inc. (C) Historical Data"
"1977-01-12 00:00:00-05:00","6.730071544647217","6.730071544647217","6.644610134138459","6.730071544647217","34940","C","Citigroup Inc. (C) Historical Data"
"1977-01-13 00:00:00-05:00","6.730073375265533","6.8155340234569675","6.730073375265533","6.77280330657959","34458","C","Citigroup Inc. (C) Historical Data"
"1977-01-14 00:00:00-05:00","6.772801296898035","6.815532001096005","6.751436337580595","6.7941670417785645","20723","C","Citigroup Inc. (C) Historical Data"
"1977-01-17 00:00:00-05:00","6.708706554117628","6.708706554117628","6.6018801717428826","6.64461088180542","33735","C","Citigroup Inc. (C) Historical Data"
"1977-01-18 00:00:00-05:00","6.644608708069798","6.665973663330078","6.601878011986298","6.665973663330078","34217","C","Citigroup Inc. (C) Historical Data"
"1977-01-19 00:00:00-05:00","6.665978793818993","6.687344551086426","6.62324806484767","6.687344551086426","19759","C","Citigroup Inc. (C) Historical Data"
"1977-01-20 00:00:00-05:00","6.687341591867957","6.730072301930495","6.559149461680345","6.64461088180542","79518","C","Citigroup Inc. (C) Historical Data"
"1977-01-21 00:00:00-05:00","6.64461088180542","6.66597584405509","6.580514816711614","6.64461088180542","19277","C","Citigroup Inc. (C) Historical Data"
"1977-01-24 00:00:00-05:00","6.644608708069798","6.665973663330078","6.601878011986298","6.665973663330078","24096","C","Citigroup Inc. (C) Historical Data"
"1977-01-25 00:00:00-05:00","6.6659770913899505","6.73007356125906","6.6659770913899505","6.708707809448242","25060","C","Citigroup Inc. (C) Historical Data"
"1977-01-26 00:00:00-05:00","6.687341591867957","6.687341591867957","6.623245133992553","6.64461088180542","22892","C","Citigroup Inc. (C) Historical Data"
"1977-01-27 00:00:00-05:00","6.644608708069798","6.665973663330078","6.580512663944549","6.665973663330078","26506","C","Citigroup Inc. (C) Historical Data"
"1977-01-28 00:00:00-05:00","6.644608708069798","6.665973663330078","6.580512663944549","6.665973663330078","26506","C","Citigroup Inc. (C) Historical Data"
"1977-01-31 00:00:00-05:00","6.644612222744799","6.644612222744799","6.580516144715858","6.601881504058838","18072","C","Citigroup Inc. (C) Historical Data"
"1977-02-01 00:00:00-05:00","6.6018801717428826","6.64461088180542","6.6018801717428826","6.64461088180542","20241","C","Citigroup Inc. (C) Historical Data"
"1977-02-02 00:00:00-05:00","6.644612222744799","6.665977189306101","6.601881504058838","6.601881504058838","72048","C","Citigroup Inc. (C) Historical Data"
"1977-02-03 00:00:00-05:00","6.601881504058838","6.665977189306101","6.537785426029897","6.601881504058838","186988","C","Citigroup Inc. (C) Historical Data"
"1977-02-04 00:00:00-05:00","6.601880276668582","6.665975949999482","6.580514921297747","6.6232452392578125","35663","C","Citigroup Inc. (C) Historical Data"
"1977-02-07 00:00:00-05:00","6.623245133992553","6.66597584405509","6.6018801717428826","6.64461088180542","20723","C","Citigroup Inc. (C) Historical Data"
"1977-02-08 00:00:00-05:00","6.644608708069798","6.687339404153297","6.623242967246578","6.665973663330078","23614","C","Citigroup Inc. (C) Historical Data"
"1977-02-09 00:00:00-05:00","6.665975949999482","6.665975949999482","6.601880276668582","6.6232452392578125","17349","C","Citigroup Inc. (C) Historical Data"
"1977-02-10 00:00:00-05:00","6.62324637333166","6.708707809448242","6.62324637333166","6.708707809448242","16386","C","Citigroup Inc. (C) Historical Data"
"1977-02-11 00:00:00-05:00","6.708709522790315","6.708709522790315","6.644613822115104","6.687344551086426","24819","C","Citigroup Inc. (C) Historical Data"
"1977-02-14 00:00:00-05:00","6.687339404153297","6.687339404153297","6.644608708069798","6.665973663330078","17349","C","Citigroup Inc. (C) Historical Data"
